Index,140kg_ACT(0.0)+KF(1.0),140kg_ACT(0.1)+KF(0.9),140kg_ACT(0.2)+KF(0.8),140kg_ACT(0.3)+KF(0.7),140kg_ACT(0.4)+KF(0.6),140kg_ACT(0.5)+KF(0.5),140kg_ACT(0.6)+KF(0.4),140kg_ACT(0.7)+KF(0.3),140kg_ACT(0.8)+KF(0.2),140kg_ACT(0.9)+KF(0.1),140kg_ACT(1.0)+KF(0.0),REF
45,-3.507367911,-6.82613471,-4.253856222,-3.089302476,-3.557713578,-3.16213699,-3.368764705,-2.789796658,-1.961431149,-2.653727028,-1.58408153,2.492582387
46,-3.558307006,-6.994315982,-4.354259885,-3.20233628,-3.667892751,-3.271897861,-3.500822173,-2.932215467,-2.145834598,-2.85773536,-1.841678231,2.718110588
47,-3.670332204,-7.141152441,-4.399849887,-3.29285004,-3.732942792,-3.390671423,-3.603306643,-3.074867045,-2.320023372,-2.984612359,-2.062989748,3.186688598
48,-3.485417119,-7.312048034,-4.387609799,-3.368338219,-3.734573127,-3.509453907,-3.676908763,-3.194537225,-2.475052204,-3.120876457,-2.248236182,3.795508132
49,-2.606992621,-7.475194717,-4.39789419,-3.435723237,-3.766532054,-3.629840906,-3.707502061,-3.126174751,-2.581810234,-3.239991224,-2.307990116,4.594688322
50,-1.30665702,-7.615226185,-4.415021631,-3.510685535,-3.85039473,-3.735916699,-3.407186023,-2.392272372,-2.343472484,-3.213093525,-1.882089162,5.591938626
51,0.144862656,-7.640333922,-4.458170295,-3.478328507,-3.956078187,-3.762178554,-2.532803381,-0.983445274,-1.49573869,-2.756931649,-0.861964613,6.750656902
52,1.703970252,-7.374640453,-4.522073194,-2.905096096,-4.041270497,-3.365490477,-1.19202691,0.877843354,-0.101128468,-1.780755138,0.619080162,8.137022543
53,3.544342102,-6.646649831,-4.478512769,-1.573635307,-3.83966778,-2.253261912,0.535712974,3.204572404,1.6593383,-0.339847723,2.422362343,9.569520644
54,5.343217609,-6.018616137,-3.937020278,0.121056651,-2.785419839,-0.68233887,2.741381374,6.521544821,3.711166596,1.894625175,4.619005557,11.17341992
55,6.90434468,-5.616750706,-3.057914733,2.226472045,-0.723178153,1.102420907,5.73486485,10.82016471,6.595026404,4.734294161,7.479682922,13.09646795
56,8.798362957,-4.991726411,-1.990232506,5.112700648,1.613658996,3.567730843,9.042575643,15.34899478,9.861091513,7.421044163,10.11556561,15.30999653
57,11.22166849,-4.217639799,-0.542204881,8.295706459,3.563481143,6.327060365,12.21408694,19.58344302,12.88182175,9.592885729,12.17428341,17.54062732
58,13.77581527,-3.636751456,0.996171007,11.33211487,5.11434794,8.926441191,15.19844972,23.35934457,15.46928254,11.33951427,13.9965884,20.11408232
59,16.14838144,-3.094972343,2.340447283,14.24775442,6.784887445,11.53005325,18.31655112,26.84072498,17.79786861,13.10740631,16.06972364,22.9002978
60,18.24602624,-2.304713632,3.524187371,17.27109287,8.850877107,14.32307307,21.76484688,30.05957815,20.018954,15.09718909,18.32750987,25.69191468
61,20.21660525,-1.048440372,4.745578868,20.40650139,11.18462346,17.22159358,25.40770107,33.13177886,22.0520103,17.19453317,20.63055884,28.78694332
62,22.44530107,1.117943133,6.133019846,23.66132252,13.8176785,20.25545584,29.00238664,36.3802467,23.8209967,19.40122843,22.71316628,31.95631469
63,25.48886092,4.513687546,7.728336805,27.07337485,17.01313347,23.49353382,32.18256386,40.08163485,25.70096676,21.92932976,24.68621229,35.29670045
64,29.83884927,9.43223173,10.10283935,30.92655572,21.18514541,27.29119599,35.17332175,44.40853981,27.90566261,25.0064712,26.81789658,38.61991576
65,35.23569471,15.3109752,13.2215372,35.28914189,26.06901984,31.5810537,38.6594348,49.17538219,30.77737155,28.69477097,29.53587133,41.76925575
66,41.00948864,21.77829298,17.16576994,40.18638066,31.29998323,35.89956843,42.94036965,53.99599113,34.44601634,32.99706372,32.99558522,45.328571
67,46.2188568,28.35660205,21.70782581,45.31831677,36.97103008,39.80831159,48.00478692,58.52959195,38.30795262,37.60610778,36.8928277,48.36508631
68,50.65653886,34.54925088,26.74261641,50.21230924,42.99115463,43.47261484,53.01336626,62.70119761,41.82770083,42.03542068,40.74083655,51.38042922
69,54.73569505,40.30800606,32.17653605,54.59872588,48.78976448,47.03251875,57.07616392,66.72304301,44.9689719,46.0370019,44.2577698,54.2879688
70,58.62846764,45.84454225,37.66208635,58.56163456,54.21057521,50.30309887,60.08966904,70.63438139,47.98641587,49.75197927,47.55928547,56.74232719
71,61.98495276,51.20601808,42.8585476,62.32756897,59.49312253,53.29347335,62.66596481,74.12025226,50.87810546,53.37335769,50.83174904,58.78128625
72,64.65917734,56.2111752,47.69232014,65.82750306,64.65782203,56.13714531,65.03554938,76.98284323,53.43925464,56.78987792,53.93006363,60.84690191
73,66.78257178,60.78300307,52.2895893,68.81889883,69.41152141,58.76311419,66.84667572,79.19075145,55.62154927,59.80832937,56.76393007,62.37316404
74,68.32827226,64.93249631,56.60769959,71.21730056,73.53245258,60.88764944,68.02490637,80.64701751,57.46502008,62.43048757,59.44318108,63.35515602
75,69.12261748,68.55447059,60.44173621,73.0154627,76.96198226,62.47715347,68.78624729,81.17056762,58.91810656,64.67930288,61.94479618,64.12147526
76,69.09237393,71.47511535,63.64691463,74.14933249,79.61619713,63.64733137,69.14515794,80.71932375,59.86810658,66.46184893,63.96271843,64.45620434
77,68.28820197,73.63844979,66.1877426,74.54258733,81.37387879,64.35826749,68.88109558,79.441465,60.25518555,67.6614056,65.26941273,64.45240051
78,66.78986264,75.05309715,68.07235266,74.20631762,82.16381975,64.41194617,67.87931223,77.46515804,60.06839822,68.26328686,65.87381426,64.09233106
79,64.64981529,75.68342925,69.27721197,73.22133917,82.06583847,63.73290621,66.18587023,74.82791399,59.32512469,68.31144345,65.80443232,63.31272899
80,61.94707523,75.4719053,69.78717026,71.65773416,81.19669958,62.39535165,63.84212423,71.55381549,58.02937442,67.84195422,65.05656811,62.37148102
81,58.62640929,74.45926061,69.62002529,69.5451505,79.62237196,60.45221644,60.83460798,67.71969728,56.19923312,66.85616621,63.62610972,60.74666743
82,54.73022563,72.72059065,68.82392171,66.90150475,77.38787446,57.88683144,57.13335757,63.40282178,53.86707925,65.35944971,61.57683585,58.93458785
83,50.34052138,70.29020945,67.4301961,63.76357723,74.59575841,54.67052555,52.7584568,58.59603366,51.05966083,63.37804374,58.9816559,56.59077858
84,45.45063968,67.1871134,65.437749,60.16681232,71.29546703,50.81978479,47.75905049,53.2461627,47.79221898,60.94968351,55.86284519,53.86241143
85,40.00844194,63.46337068,62.85225702,56.10805327,67.43387307,46.37074083,42.18572593,47.3274258,44.07890325,58.08683438,52.22439038,50.67564376
86,34.0562386,59.13830192,59.69256552,51.55342231,62.97351938,41.32542831,36.09926387,40.84625389,39.9381424,54.76842219,48.0726882,47.53325939
87,27.74783966,54.18888086,55.95339444,46.48081508,57.89184412,35.69362207,29.60729171,33.82416615,35.40020213,50.96173036,43.38508028,43.95366457
88,21.25540071,48.60662127,51.61448418,40.90285672,52.13163015,29.53880887,22.91404598,26.3616928,30.52079574,46.638075,38.16697128,40.29792061
89,14.7912275,42.41195768,46.68635751,34.85579877,45.61133753,22.98500515,16.2940147,18.66726964,25.3903801,41.77781043,32.46482522,35.76588338
90,8.607454762,35.62863412,41.20346278,28.41962013,38.30762383,16.21532933,10.06605254,11.0450186,20.1436241,36.39245031,26.39029743,32.23524829
91,2.98166274,28.33067412,35.22116419,21.73966475,30.26607078,9.466005901,4.517681671,3.831644096,14.95674591,30.54153583,20.12833287,27.8791558
92,-1.449408829,20.69616458,28.83182667,15.02765336,21.63289758,3.007351247,-0.140019029,-2.11354314,10.02243194,24.34133463,13.92371772,23.58634679
93,-1.882842077,12.98457684,22.17288169,8.536535985,12.68386422,-2.17392263,-1.998137748,-2.823011456,5.529082675,17.95463033,8.065130314,19.44920106
94,-1.602828658,5.544753837,15.45349758,2.531712196,3.825525812,-2.862850909,-1.972159118,-2.497680723,1.64256856,11.5978468,2.860155529,15.79144256
95,-0.847721564,-1.184009921,8.948347229,-2.107686423,-2.930777537,-2.712597145,-1.287070116,-1.578782804,-1.296562902,5.518096594,-1.266336414,12.20548371
96,0.211142085,-2.912937526,2.957488089,-2.653066253,-3.289167214,-2.098204049,0.105142334,-0.204055819,-1.845889983,-0.041732165,-2.081650894,9.367839077
97,1.396024925,-2.767067223,-1.83948104,-2.348681563,-2.860442118,-1.019742775,1.686355618,1.296685465,-1.505258602,-2.57891265,-1.566898387,6.416996283
98,2.831622673,-2.08778664,-2.530393854,-1.479062486,-1.717350992,0.278587002,3.498766326,2.810197598,-0.619920269,-2.539626274,-0.190480699,3.827040808
99,4.423353029,-0.874512788,-2.200341269,-0.105854702,-0.036774077,1.736285419,5.658770254,4.412563485,0.714754987,-1.997589153,1.92734379,2.147096436
100,5.978216244,0.592145788,-1.270922219,1.45134882,1.752989875,3.349524343,7.925861279,6.026438965,2.298285521,-0.916789572,4.463745547,1.342382303
101,7.449939246,2.279320038,0.162855024,3.039498014,3.506091218,4.96914475,10.24193374,7.457508486,3.846989318,0.605861988,7.094447597,0.716112532
